"'data_estimativa'";"data_pagamento";"base_de_calculo";"perc_transmitido";"'finalidade_construcao'";"'logradouro'";"n_endereco";"n_unidade";"'complemento_endereco'";"'bairro'";"cep";"area_total_terreno";"area_constr_total";"area_constr_privativa";"ano_construcao";"'n_matricula_reg_imoveis'";"'n_zona_reg_imoveis'";"'situacao'"
"'2015-04-16'";"2015-04-16 00:00:00";"192000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'av conselheiro aguiar'";"2034""";"";"'apto 0208 edf barão de camaçari'";"'Boa Viagem'";"";"960,0";"55,44";"55,44";"1984""";"''";"''";"'CONCLUIDO'"
"'2015-12-04'";"2015-12-04 00:00:00";"3001000.00";"100.00";"'Loja <= 4 Pavimentos'";"'av conselheiro aguiar'";"2052""";"";"''";"'Boa Viagem'";"";"360,0";"722,04";"722,04";"2012""";"''";"''";"'CONCLUIDO'"
"'2015-12-04'";"2015-12-04 00:00:00";"3001000.00";"100.00";"'Loja <= 4 Pavimentos'";"'av conselheiro aguiar'";"2052""";"";"''";"'Boa Viagem'";"";"360,0";"722,04";"722,04";"2012""";"''";"''";"'CONCLUIDO'"
"'2015-10-05'";"2015-10-05 00:00:00";"650000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro aguiar'";"2122""";"";"'apto 1601 edf vina melo'";"'Boa Viagem'";"";"832,0";"156,74";"156,74";"2004""";"''";"''";"'CONCLUIDO'"
"'2015-01-07'";"2015-01-07 00:00:00";"338748.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro aguiar'";"2178""";"";"'apto 0803 edf gilka'";"'Boa Viagem'";"";"1609,0";"80,23";"80,23";"1962""";"''";"''";"'CONCLUIDO'"
"'2015-12-04'";"2015-12-04 00:00:00";"2700000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"1998""";"";"'apto 2301 edf plaza del mar'";"'Boa Viagem'";"";"1478,85";"476,17";"476,17";"2000""";"''";"''";"'CONCLUIDO'"
"'2015-08-26'";"2015-08-26 00:00:00";"3300000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"1998""";"";"'apto 2701 edf plaza del mar'";"'Boa Viagem'";"";"1478,85";"476,17";"476,17";"2000""";"''";"''";"'CONCLUIDO'"
"'2015-03-12'";"2015-03-12 00:00:00";"350000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro aguiar'";"2065""";"";"'apto 0501 edf são felipe'";"'Boa Viagem'";"";"612,0";"132,0";"132,0";"1976""";"''";"''";"'CONCLUIDO'"
"'2015-08-25'";"2015-08-25 00:00:00";"1.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua professor osias ribeiro'";"61""";"";"'apto 0102 edf maria yone'";"'Boa Viagem'";"";"1245,87";"187,74";"187,74";"2003""";"''";"''";"'CONCLUIDO'"
"'2015-12-18'";"2015-12-18 00:00:00";"232900.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua laete lemos'";"99""";"";"'apto 0203 edf rosana'";"'Boa Viagem'";"";"576,0";"60,5";"60,5";"1962""";"''";"''";"'CONCLUIDO'"
"'2015-01-05'";"2015-01-05 00:00:00";"400000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2886""";"";"'apto 0403 edf puerto ballata'";"'Boa Viagem'";"";"1031,68";"113,07";"113,07";"2000""";"''";"''";"'CONCLUIDO'"
"'2015-07-28'";"2015-07-28 00:00:00";"485000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2886""";"";"'apto 0901 edf puerto ballata'";"'Boa Viagem'";"";"1031,68";"115,58";"115,58";"2000""";"''";"''";"'CONCLUIDO'"
"'2015-07-28'";"2015-07-28 00:00:00";"450000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2886""";"";"'apto 1001 edf puerto ballata'";"'Boa Viagem'";"";"1031,68";"115,58";"115,58";"2000""";"''";"''";"'CONCLUIDO'"
"'2015-09-23'";"2015-09-23 00:00:00";"450000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'av conselheiro aguiar'";"2380""";"";"'apto 1 edf itatiaia'";"'Boa Viagem'";"";"546,0";"126,0";"126,0";"1966""";"''";"''";"'CONCLUIDO'"
"'2015-08-27'";"2015-08-27 00:00:00";"435000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'av conselheiro aguiar'";"2380""";"";"'apto 3 edf itatiaia'";"'Boa Viagem'";"";"546,0";"126,0";"126,0";"1966""";"''";"''";"'CONCLUIDO'"
"'2015-08-27'";"2015-08-27 00:00:00";"435000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'av conselheiro aguiar'";"2380""";"";"'apto 0005 edf itatiaia'";"'Boa Viagem'";"";"546,0";"126,0";"126,0";"1966""";"''";"''";"'CONCLUIDO'"
"'2015-03-16'";"2015-03-16 00:00:00";"150000.00";"100.00";"'Sala > 4 Pavimentos'";"'av engenheiro domingos ferreira'";"2215""";"";"'sala 0501 edf emp santa sicilia'";"'Boa Viagem'";"";"1333,15";"40,47";"40,47";"1992""";"''";"''";"'CONCLUIDO'"
"'2015-11-20'";"2015-11-20 00:00:00";"200000.00";"100.00";"'Loja > 4 Pavimentos'";"'av engenheiro domingos ferreira'";"2215""";"";"'loja 0010 edf emp santa sicilia'";"'Boa Viagem'";"";"1333,15";"54,55";"54,55";"1992""";"''";"''";"'CONCLUIDO'"
"'2015-08-19'";"2015-08-19 00:00:00";"880000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2665""";"";"'apto 1001 edf. portal estrela do mar'";"'Boa Viagem'";"";"720,0";"137,62";"137,62";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-08-24'";"2015-08-24 00:00:00";"920000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2665""";"";"'apto 1101 edf. portal estrela do mar'";"'Boa Viagem'";"";"720,0";"137,62";"137,62";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-09-18'";"2015-09-18 00:00:00";"920000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2665""";"";"'apto 1501 edf. portal estrela do mar'";"'Boa Viagem'";"";"720,0";"137,62";"137,62";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-11-12'";"2015-11-12 00:00:00";"1000000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2621""";"";"'apto 0301 edf portal dos navegantes'";"'Boa Viagem'";"";"1254,04";"345,97";"345,97";"1982""";"''";"''";"'CONCLUIDO'"
"'2015-08-07'";"2015-08-07 00:00:00";"750000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2599""";"";"'apto 802 edf zeze cardoso'";"'Boa Viagem'";"";"1005,47";"146,64";"146,64";"2010""";"''";"''";"'CONCLUIDO'"
"'2015-04-30'";"2015-04-30 00:00:00";"730000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2599""";"";"'apto 301 edf zeze cardoso'";"'Boa Viagem'";"";"1005,47";"146,64";"146,64";"2010""";"''";"''";"'CONCLUIDO'"
"'2015-08-28'";"2015-08-28 00:00:00";"680000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2599""";"";"'apto 1701 edf zeze cardoso'";"'Boa Viagem'";"";"1005,47";"146,64";"146,64";"2010""";"''";"''";"'CONCLUIDO'"
"'2015-02-20'";"2015-02-20 00:00:00";"680000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2599""";"";"'apto 1802 edf zeze cardoso'";"'Boa Viagem'";"";"1005,47";"146,64";"146,64";"2010""";"''";"''";"'CONCLUIDO'"
"'2015-09-01'";"2015-09-01 00:00:00";"680000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2599""";"";"'apto 1901 edf zeze cardoso'";"'Boa Viagem'";"";"1005,47";"146,64";"146,64";"2010""";"''";"''";"'CONCLUIDO'"
"'2015-09-01'";"2015-09-01 00:00:00";"680000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2599""";"";"'apto 1901 edf zeze cardoso'";"'Boa Viagem'";"";"1005,47";"146,64";"146,64";"2010""";"''";"''";"'CONCLUIDO'"
"'2015-12-18'";"2015-12-18 00:00:00";"480000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro aguiar'";"2419""";"";"'apto 1901 edf golden sun home service'";"'Boa Viagem'";"";"711,9";"84,83";"84,83";"2010""";"''";"''";"'CONCLUIDO'"
"'2015-12-17'";"2015-12-17 00:00:00";"380000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro aguiar'";"2419""";"";"'apto 1101 edf golden sun home service'";"'Boa Viagem'";"";"711,9";"68,19";"68,19";"2010""";"''";"''";"'CONCLUIDO'"
"'2015-12-18'";"2015-12-18 00:00:00";"500000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro aguiar'";"2419""";"";"'apto 1802 edf golden sun home service'";"'Boa Viagem'";"";"711,9";"95,6";"95,6";"2010""";"''";"''";"'CONCLUIDO'"
"'2015-09-01'";"2015-09-01 00:00:00";"350000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro aguiar'";"2419""";"";"'apto 104 edf golden sun home service'";"'Boa Viagem'";"";"711,9";"69,31";"69,31";"2010""";"''";"''";"'CONCLUIDO'"
"'2015-12-23'";"2015-12-23 00:00:00";"348012.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro aguiar'";"2419""";"";"'apto 904 edf golden sun home service'";"'Boa Viagem'";"";"711,9";"69,31";"69,31";"2010""";"''";"''";"'CONCLUIDO'"
"'2015-12-18'";"2015-12-18 00:00:00";"500000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro aguiar'";"2419""";"";"'apto 1902 edf golden sun home service'";"'Boa Viagem'";"";"711,9";"95,6";"95,6";"2010""";"''";"''";"'CONCLUIDO'"
"'2015-02-13'";"2015-02-13 00:00:00";"350000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro aguiar'";"2419""";"";"'apto 1502 edf golden sun home service'";"'Boa Viagem'";"";"711,9";"61,47";"61,47";"2010""";"''";"''";"'CONCLUIDO'"
"'2015-08-12'";"2015-08-12 00:00:00";"2500000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2234""";"";"'apto 1501 edf vila azul'";"'Boa Viagem'";"";"860,0";"340,29";"340,29";"2000""";"''";"''";"'CONCLUIDO'"
"'2015-05-14'";"2015-05-14 00:00:00";"1050000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2272""";"";"'apto 0501 edf villa esther'";"'Boa Viagem'";"";"1044,0";"422,83";"422,83";"1997""";"''";"''";"'CONCLUIDO'"
"'2015-05-21'";"2015-05-21 00:00:00";"1050000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2272""";"";"'apto 0801 edf villa esther'";"'Boa Viagem'";"";"1044,0";"422,83";"422,83";"1997""";"''";"''";"'CONCLUIDO'"
"'2015-02-11'";"2015-02-11 00:00:00";"1050000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2272""";"";"'apto 0701 edf villa esther'";"'Boa Viagem'";"";"1044,0";"422,83";"422,83";"1997""";"''";"''";"'CONCLUIDO'"
"'2015-03-24'";"2015-03-24 00:00:00";"1050000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2272""";"";"'apto 0601 edf villa esther'";"'Boa Viagem'";"";"1044,0";"422,83";"422,83";"1997""";"''";"''";"'CONCLUIDO'"
"'2015-05-21'";"2015-05-21 00:00:00";"1020000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2272""";"";"'apto 0401 edf villa esther'";"'Boa Viagem'";"";"1044,0";"422,83";"422,83";"1997""";"''";"''";"'CONCLUIDO'"
"'2015-02-11'";"2015-02-11 00:00:00";"1050000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2272""";"";"'apto 0201 edf villa esther'";"'Boa Viagem'";"";"1044,0";"422,83";"422,83";"1997""";"''";"''";"'CONCLUIDO'"
"'2015-03-23'";"2015-03-23 00:00:00";"1050000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2272""";"";"'apto 0101 edf villa esther'";"'Boa Viagem'";"";"1044,0";"422,83";"422,83";"1997""";"''";"''";"'CONCLUIDO'"
"'2015-12-23'";"2015-12-23 00:00:00";"2730000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2294""";"";"'apto 3001 edf maria edicta'";"'Boa Viagem'";"";"2066,25";"342,51";"342,51";"2011""";"''";"''";"'CONCLUIDO'"
"'2015-05-27'";"2015-05-27 00:00:00";"2267000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2294""";"";"'apto 1501 edf maria edicta'";"'Boa Viagem'";"";"2066,25";"342,51";"342,51";"2011""";"''";"''";"'CONCLUIDO'"
"'2015-11-20'";"2015-11-20 00:00:00";"1450000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2334""";"";"'apto 0701 edf catamarã'";"'Boa Viagem'";"";"1080,0";"304,71";"304,71";"1977""";"''";"''";"'CONCLUIDO'"
"'2015-03-26'";"2015-03-26 00:00:00";"1400000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2334""";"";"'apto 0502 edf catamarã'";"'Boa Viagem'";"";"1080,0";"304,71";"304,71";"1977""";"''";"''";"'CONCLUIDO'"
"'2015-03-24'";"2015-03-24 00:00:00";"1780950.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2334""";"";"'apto 0502 edf catamarã'";"'Boa Viagem'";"";"1080,0";"304,71";"304,71";"1977""";"''";"''";"'CONCLUIDO'"
"'2015-03-17'";"2015-03-17 00:00:00";"480000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'rua dona benvinda de farias'";"80""";"";"'apto 0201 edf scheila'";"'Boa Viagem'";"";"688,0";"164,6";"164,6";"1967""";"''";"''";"'CONCLUIDO'"
"'2015-03-17'";"2015-03-17 00:00:00";"960000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'rua dos navegantes'";"2666""";"";"'apto a edf marleney'";"'Boa Viagem'";"";"319,0";"288,77";"288,77";"1971""";"''";"''";"'CONCLUIDO'"
"'2015-09-09'";"2015-09-09 00:00:00";"1.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'av conselheiro aguiar'";"2466""";"";"'apto 0101 edf danúbio'";"'Boa Viagem'";"";"497,93";"87,34";"87,34";"1967""";"''";"''";"'CONCLUIDO'"
"'2015-08-21'";"2015-08-21 00:00:00";"270000.00";"100.00";"'Sala > 4 Pavimentos'";"'av engenheiro domingos ferreira'";"2391""";"";"'sala 0606 emp san marino'";"'Boa Viagem'";"";"1045,99";"67,29";"67,29";"1999""";"''";"''";"'CONCLUIDO'"
"'2015-07-09'";"2015-07-09 00:00:00";"255000.00";"100.00";"'Sala > 4 Pavimentos'";"'av engenheiro domingos ferreira'";"2391""";"";"'sala 0401 emp san marino'";"'Boa Viagem'";"";"1045,99";"58,07";"58,07";"1999""";"''";"''";"'CONCLUIDO'"
"'2015-09-03'";"2015-09-03 00:00:00";"1521934.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona benvinda de farias'";"159""";"";"'apto 2201 edf lucilo maranhao'";"'Boa Viagem'";"";"1179,82";"284,7";"284,7";"2012""";"''";"''";"'CONCLUIDO'"
"'2015-02-25'";"2015-02-25 00:00:00";"1600000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona benvinda de farias'";"159""";"";"'apto 401 edf lucilo maranhao'";"'Boa Viagem'";"";"1179,82";"284,7";"284,7";"2012""";"''";"''";"'CONCLUIDO'"
"'2015-11-25'";"2015-11-25 00:00:00";"1470000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2475""";"";"'apto 301 edf gaudi'";"'Boa Viagem'";"";"1166,0";"324,39";"324,39";"2007""";"''";"''";"'CONCLUIDO'"
"'2015-06-01'";"2015-06-01 00:00:00";"1054000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2409""";"";"'apto 0101 edf margarida lacet'";"'Boa Viagem'";"";"980,53";"219,57";"219,57";"2001""";"''";"''";"'CONCLUIDO'"
"'2015-07-30'";"2015-07-30 00:00:00";"1160000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2409""";"";"'apto 2701 edf margarida lacet'";"'Boa Viagem'";"";"980,53";"194,47";"194,47";"2001""";"''";"''";"'CONCLUIDO'"
"'2015-01-09'";"2015-01-09 00:00:00";"510000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2401""";"";"'apto 0051 edf lousanne'";"'Boa Viagem'";"";"533,0";"139,52";"139,52";"1982""";"''";"''";"'CONCLUIDO'"
"'2015-06-18'";"2015-06-18 00:00:00";"510000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2401""";"";"'apto 0021 edf lousanne'";"'Boa Viagem'";"";"533,0";"139,52";"139,52";"1969""";"''";"''";"'CONCLUIDO'"
"'2015-03-05'";"2015-03-05 00:00:00";"319999.90";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2313""";"";"'apto 0302 edf viena'";"'Boa Viagem'";"";"1160,0";"65,62";"65,62";"1963""";"''";"''";"'CONCLUIDO'"
"'2015-03-27'";"2015-03-27 00:00:00";"150000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'rua dos navegantes'";"2287""";"";"'apto 0101'";"'Boa Viagem'";"";"504,0";"124,0";"124,0";"1965""";"''";"''";"'CONCLUIDO'"
"'2015-12-23'";"2015-12-23 00:00:00";"608000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro aguiar'";"2627""";"";"'apto 0602 edf toulouse lautrec'";"'Boa Viagem'";"";"2268,0";"188,63";"188,63";"1980""";"''";"''";"'CONCLUIDO'"
"'2015-11-25'";"2015-11-25 00:00:00";"280000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'av conselheiro aguiar'";"2493""";"";"'apto 0203 edf el caribe'";"'Boa Viagem'";"";"1073,0";"96,62";"96,62";"1967""";"''";"''";"'CONCLUIDO'"
"'2015-12-29'";"2015-12-29 00:00:00";"719000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2434""";"";"'apto 0604 edf andalucia'";"'Boa Viagem'";"";"1349,0";"198,34";"198,34";"1978""";"''";"''";"'CONCLUIDO'"
"'2015-03-30'";"2015-03-30 00:00:00";"1.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2492""";"";"'apto 0201 edf maria lúcia'";"'Boa Viagem'";"";"1168,0";"502,06";"502,06";"1995""";"''";"''";"'CONCLUIDO'"
"'2015-04-17'";"2015-04-17 00:00:00";"2119600.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2514""";"";"'apto 0901 edf samambaia'";"'Boa Viagem'";"";"1867,5";"297,92";"297,92";"1979""";"''";"''";"'CONCLUIDO'"
"'2015-06-25'";"2015-06-25 00:00:00";"1180000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2514""";"";"'apto 0102 edf samambaia'";"'Boa Viagem'";"";"1867,5";"297,92";"297,92";"1979""";"''";"''";"'CONCLUIDO'"
"'2015-02-25'";"2015-02-25 00:00:00";"1500000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2594""";"";"'apto 0401 edf canopus'";"'Boa Viagem'";"";"760,0";"353,24";"353,24";"1983""";"''";"''";"'CONCLUIDO'"
"'2015-10-16'";"2015-10-16 00:00:00";"2109000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2632""";"";"'apto 1201 edf maria francisca'";"'Boa Viagem'";"";"761,56";"332,52";"332,52";"1997""";"''";"''";"'CONCLUIDO'"
"'2015-04-13'";"2015-04-13 00:00:00";"1800000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2654""";"";"'apto 201 edf porto veneza'";"'Boa Viagem'";"";"729,6";"256,98";"256,98";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-07-28'";"2015-07-28 00:00:00";"2000000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2654""";"";"'apto 301 edf porto veneza'";"'Boa Viagem'";"";"729,6";"256,98";"256,98";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-09-09'";"2015-09-09 00:00:00";"2000000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2654""";"";"'apto 501 edf porto veneza'";"'Boa Viagem'";"";"729,6";"270,12";"270,12";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-01-06'";"2015-01-06 00:00:00";"1890000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2654""";"";"'apto 801 edf porto veneza'";"'Boa Viagem'";"";"729,6";"256,98";"256,98";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-03-17'";"2015-03-17 00:00:00";"2001800.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2654""";"";"'apto 1201 edf porto veneza'";"'Boa Viagem'";"";"729,6";"270,12";"270,12";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-06-09'";"2015-06-09 00:00:00";"2500000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av boa viagem'";"2654""";"";"'apto 1701 edf porto veneza'";"'Boa Viagem'";"";"729,6";"464,0";"464,0";"2014""";"''";"''";"'CONCLUIDO'"
"'2015-12-17'";"2015-12-17 00:00:00";"1600000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2350""";"";"'apto 1401 edf antonio pereira'";"'Boa Viagem'";"";"1330,0";"250,67";"250,67";"2010""";"''";"''";"'CONCLUIDO'"
"'2015-11-10'";"2015-11-10 00:00:00";"515000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dos navegantes'";"2450""";"";"'apto 0202 edf santander'";"'Boa Viagem'";"";"860,0";"135,01";"135,01";"1975""";"''";"''";"'CONCLUIDO'"
"'2015-07-02'";"2015-07-02 00:00:00";"600000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua professor eduardo wanderley filho'";"161""";"";"'apto 0301 edf baía helsink'";"'Boa Viagem'";"";"995,9";"196,84";"196,84";"1999""";"''";"''";"'CONCLUIDO'"
"'2015-10-16'";"2015-10-16 00:00:00";"250000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av engenheiro domingos ferreira'";"2574""";"";"'apto 0201 bloco c'";"'Boa Viagem'";"";"2656,0";"72,43";"72,43";"1964""";"''";"''";"'CONCLUIDO'"
"'2015-11-26'";"2015-11-26 00:00:00";"220000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av engenheiro domingos ferreira'";"2574""";"";"'apto 0101 bloco c'";"'Boa Viagem'";"";"2656,0";"72,43";"72,43";"1964""";"''";"''";"'CONCLUIDO'"
"'2015-11-04'";"2015-11-04 00:00:00";"220000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av engenheiro domingos ferreira'";"2574""";"";"'apto 0101 bloco c'";"'Boa Viagem'";"";"2656,0";"72,43";"72,43";"1964""";"''";"''";"'CONCLUIDO'"
"'2015-03-18'";"2015-03-18 00:00:00";"230000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av engenheiro domingos ferreira'";"2574""";"";"'apto 0303 bloco c'";"'Boa Viagem'";"";"2656,0";"72,43";"72,43";"1964""";"''";"''";"'CONCLUIDO'"
"'2015-07-30'";"2015-07-30 00:00:00";"1330000.00";"100.00";"'Loja > 4 Pavimentos'";"'av conselheiro aguiar'";"2664""";"";"'conj res abc'";"'Boa Viagem'";"";"2284,88";"69,81";"69,81";"1968""";"''";"''";"'CONCLUIDO'"
"'2015-08-19'";"2015-08-19 00:00:00";"350000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro aguiar'";"2664""";"";"'apto 401a conj res abc'";"'Boa Viagem'";"";"2284,88";"106,0";"106,0";"1968""";"''";"''";"'CONCLUIDO'"
"'2015-02-02'";"2015-02-02 00:00:00";"300000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro aguiar'";"2664""";"";"'apto 603c conj res abc'";"'Boa Viagem'";"";"2284,88";"69,81";"69,81";"1968""";"''";"''";"'CONCLUIDO'"
"'2015-01-13'";"2015-01-13 00:00:00";"270000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua professor jose brandao'";"377""";"";"'apto 701 edf ayrton rodrigues'";"'Boa Viagem'";"";"760,0";"58,1";"58,1";"2011""";"''";"''";"'CONCLUIDO'"
"'2015-03-31'";"2015-03-31 00:00:00";"270000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua professor jose brandao'";"377""";"";"'apto 304 edf ayrton rodrigues'";"'Boa Viagem'";"";"760,0";"58,1";"58,1";"2011""";"''";"''";"'CONCLUIDO'"
"'2015-11-11'";"2015-11-11 00:00:00";"240000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua professor jose brandao'";"377""";"";"'apto 402 edf ayrton rodrigues'";"'Boa Viagem'";"";"760,0";"47,76";"47,76";"2011""";"''";"''";"'CONCLUIDO'"
"'2015-02-09'";"2015-02-09 00:00:00";"265000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua professor jose brandao'";"377""";"";"'apto 702 edf ayrton rodrigues'";"'Boa Viagem'";"";"760,0";"47,76";"47,76";"2011""";"''";"''";"'CONCLUIDO'"
"'2015-08-17'";"2015-08-17 00:00:00";"277977.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua professor jose brandao'";"377""";"";"'apto 1001 edf ayrton rodrigues'";"'Boa Viagem'";"";"760,0";"58,1";"58,1";"2011""";"''";"''";"'CONCLUIDO'"
"'2015-08-26'";"2015-08-26 00:00:00";"277977.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua professor jose brandao'";"377""";"";"'apto 1104 edf ayrton rodrigues'";"'Boa Viagem'";"";"760,0";"58,1";"58,1";"2011""";"''";"''";"'CONCLUIDO'"
"'2015-07-17'";"2015-07-17 00:00:00";"390000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua professor jose brandao'";"331""";"";"'apto 0706 edf aluã'";"'Boa Viagem'";"";"2076,13";"138,2";"138,2";"1990""";"''";"''";"'CONCLUIDO'"
"'2015-08-25'";"2015-08-25 00:00:00";"542400.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua tenente joao cicero'";"334""";"";"'apto 502 edf antonio melo'";"'Boa Viagem'";"";"508,7";"122,05";"122,05";"2008""";"''";"''";"'CONCLUIDO'"
"'2015-04-14'";"2015-04-14 00:00:00";"550000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua tenente joao cicero'";"334""";"";"'apto 301 edf antonio melo'";"'Boa Viagem'";"";"508,7";"122,05";"122,05";"2008""";"''";"''";"'CONCLUIDO'"
"'2015-12-01'";"2015-12-01 00:00:00";"550000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua tenente joao cicero'";"334""";"";"'apto 602 edf antonio melo'";"'Boa Viagem'";"";"508,7";"122,05";"122,05";"2008""";"''";"''";"'CONCLUIDO'"
