data_estimativa;data_pagamento;base_de_calculo;perc_transmitido;'finalidade_construcao';'logradouro';n_endereco;'n_unidade';'complemento_endereco';'bairro';cep;area_total_terreno;area_constr_total;area_constr_privativa;ano_construcao;'n_matricula_reg_imoveis';'n_zona_reg_imoveis';'situacao'
2020/07/13 00:00:00;;475000.00;100.00;'UNIDADE (DE COMÉRCIO OU SERVIÇOS) DE  FRENTE NÃO ISOLADA';'Avenida TERESOPOLIS';3191;;;'TERESOPOLIS';90870001;0.00;148.45;148.45;1970;'142158';'2';'Lançada'
2020/07/14 00:00:00;;260000.00;100.00;'APARTAMENTO';'Avenida PANAMERICANA';321;'201';;'JARDIM LINDOIA';91050001;0.00;75.58;64.35;1968;'129375';'4';'Lançada'
2020/07/14 00:00:00;;415000.00;100.00;'APARTAMENTO';'Avenida PANAMERICANA';321;'204';;'JARDIM LINDOIA';91050001;0.00;121.37;103.32;1968;'151966';'4';'Lançada'
2020/07/14 00:00:00;;80000.00;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL';'Avenida PANAMERICANA';321;;'BOX A';'JARDIM LINDOIA';91050001;0.00;81.36;81.36;1968;'78326';'4';'Lançada'
2020/03/11 00:00:00;;1000000.00;100.00;'APARTAMENTO';'Rua VINTE QUATRO DE OUTUBRO';340;'92';;'MOINHOS VENTO';90430055;0.00;335.38;231.46;1963;'33459';'1';'Reestimada'
2020/03/09 00:00:00;;99000.00;50.00;'APARTAMENTO';'Avenida PROF OSCAR PEREIRA';2307;'102';;'GLORIA';90640070;0.00;84.29;61.48;1980;'35395';'2';'Reestimada'
2020/03/09 00:00:00;;198000.00;100.00;'APARTAMENTO';'Avenida PROF OSCAR PEREIRA';2307;'106';;'GLORIA';90640070;0.00;84.29;61.48;1980;'35399';'2';'Reestimada'
2020/03/09 00:00:00;;128000.00;100.00;'APARTAMENTO';'Avenida PROF OSCAR PEREIRA';2307;'107';;'GLORIA';90640070;0.00;54.63;39.85;1980;'35400';'2';'Reestimada'
2020/03/09 00:00:00;;198000.00;100.00;'APARTAMENTO';'Avenida PROF OSCAR PEREIRA';2307;'105';;'GLORIA';90640070;0.00;84.29;61.48;1980;'35398';'2';'Reestimada'
2020/03/09 00:00:00;;128000.00;100.00;'APARTAMENTO';'Avenida PROF OSCAR PEREIRA';2307;'108';;'GLORIA';90640070;0.00;54.63;39.85;1980;'35401';'2';'Reestimada'
2020/03/09 00:00:00;;198000.00;100.00;'APARTAMENTO';'Avenida PROF OSCAR PEREIRA';2307;'202';;'GLORIA';90640070;0.00;84.29;61.48;1980;'35405';'2';'Reestimada'
